0      0.0      
      1      0.000e+00      
      37      1.514e-02      
      38      2.396e-02      
      44      6.674e-03      
      45      2.514e-03      
      417      1.226e-02      
      418      2.262e-02      
      419      3.446e-02      
      420      4.395e-02      
      424      2.474e-02      
      425      1.487e-02      
      485      3.227e-02      
      486      3.704e-02      
      725      1.794e-02      
      726      1.552e-02      
      2418      3.457e-02      
      2419      3.896e-02      
      2421      2.417e-02      
      2422      1.332e-02
3624   1.332e-02
